country,year,total_cases,new_cases
Afghanistan,1990,600,NA
Afghanistan,1991,600,NA
Afghanistan,1992,1000,NA
Afghanistan,1993,1100,NA
Afghanistan,1994,1200,NA
Afghanistan,1995,1300,NA
Afghanistan,1996,1400,NA
Afghanistan,1997,1500,NA
Afghanistan,1998,1600,NA
Afghanistan,1999,1800,NA
Afghanistan,2000,1900,NA
Afghanistan,2001,2000,NA
Afghanistan,2002,2200,NA
Afghanistan,2003,2400,NA
Afghanistan,2004,2700,NA
Afghanistan,2005,2900,NA
Afghanistan,2006,3200,NA
Afghanistan,2007,3600,NA
Afghanistan,2008,4100,NA
Afghanistan,2009,4600,NA
Angola,1990,33000,7500
Angola,1991,39000,8500
Angola,1992,46000,9500
Angola,1993,54000,11000
Angola,1994,62000,12000
Angola,1995,71000,13000
Angola,1996,80000,15000
Angola,1997,89000,16000
Angola,1998,99000,17000
Angola,1999,110000,18000
Angola,2000,120000,19000
Angola,2001,130000,20000
Angola,2002,140000,21000
Angola,2003,150000,22000
Angola,2004,160000,23000
Angola,2005,170000,23000
Angola,2006,180000,24000
Angola,2007,190000,24000
Angola,2008,2e+05,24000
Angola,2009,210000,24000
Argentina,1990,27000,4900
Argentina,1991,31000,5400
Argentina,1992,35000,5800
Argentina,1993,39000,6300
Argentina,1994,43000,6700
Argentina,1995,47000,6700
Argentina,1996,51000,6700
Argentina,1997,54000,6900
Argentina,1998,58000,7000
Argentina,1999,61000,7100
Argentina,2000,64000,7000
Argentina,2001,66000,7300
Argentina,2002,68000,7400
Argentina,2003,71000,7500
Argentina,2004,74000,7600
Argentina,2005,77000,7700
Argentina,2006,80000,7700
Argentina,2007,83000,7600
Argentina,2008,86000,7500
Argentina,2009,90000,7500
Armenia,1990,350,60
Armenia,1991,600,60
Armenia,1992,600,60
Armenia,1993,600,60
Armenia,1994,1000,120
Armenia,1995,1300,120
Armenia,1996,1600,300
Armenia,1997,2000,300
Armenia,1998,2400,300
Armenia,1999,2800,300
Armenia,2000,3200,120
Armenia,2001,3500,120
Armenia,2002,3700,120
Armenia,2003,3800,120
Armenia,2004,3800,120
Armenia,2005,3800,120
Armenia,2006,3800,120
Armenia,2007,3700,120
Armenia,2008,3600,300
Armenia,2009,3600,300
Australia,1990,12000,NA
Australia,1991,12000,NA
Australia,1992,12000,NA
Australia,1993,11000,NA
Australia,1994,11000,NA
Australia,1995,11000,NA
Australia,1996,11000,NA
Australia,1997,11000,NA
Australia,1998,11000,NA
Australia,1999,12000,NA
Australia,2000,12000,NA
Australia,2001,13000,NA
Australia,2002,14000,NA
Australia,2003,14000,NA
Australia,2004,15000,NA
Australia,2005,16000,NA
Australia,2006,17000,NA
Australia,2007,18000,NA
Australia,2008,19000,NA
Australia,2009,20000,NA
Austria,1990,600,NA
Austria,1991,600,NA
Austria,1992,1000,NA
Austria,1993,1300,NA
Austria,1994,1500,NA
Austria,1995,1900,NA
Austria,1996,2300,NA
Austria,1997,2800,NA
Austria,1998,3300,NA
Austria,1999,4000,NA
Austria,2000,4700,NA
Austria,2001,5500,NA
Austria,2002,6400,NA
Austria,2003,7500,NA
Austria,2004,8600,NA
Austria,2005,9900,NA
Austria,2006,11000,NA
Austria,2007,12000,NA
Austria,2008,14000,NA
Austria,2009,15000,NA
Azerbaijan,1990,60,NA
Azerbaijan,1991,160,NA
Azerbaijan,1992,160,NA
Azerbaijan,1993,350,NA
Azerbaijan,1994,350,NA
Azerbaijan,1995,600,NA
Azerbaijan,1996,600,NA
Azerbaijan,1997,1200,NA
Azerbaijan,1998,1600,NA
Azerbaijan,1999,2000,NA
Azerbaijan,2000,2500,NA
Azerbaijan,2001,3000,NA
Azerbaijan,2002,3500,NA
Azerbaijan,2003,3900,NA
Azerbaijan,2004,4400,NA
Azerbaijan,2005,4800,NA
Azerbaijan,2006,5100,NA
Azerbaijan,2007,5400,NA
Azerbaijan,2008,5700,NA
Azerbaijan,2009,6000,NA
Burundi,1990,61000,16000
Burundi,1991,76000,20000
Burundi,1992,96000,26000
Burundi,1993,120000,30000
Burundi,1994,140000,32000
Burundi,1995,160000,27000
Burundi,1996,160000,19000
Burundi,1997,160000,14000
Burundi,1998,160000,9800
Burundi,1999,150000,8100
Burundi,2000,140000,7300
Burundi,2001,130000,6900
Burundi,2002,130000,6900
Burundi,2003,120000,7200
Burundi,2004,110000,7400
Burundi,2005,110000,6900
Burundi,2006,1e+05,6000
Burundi,2007,99000,5100
Burundi,2008,94000,4400
Burundi,2009,89000,3700
Belgium,1990,1400,NA
Belgium,1991,1900,NA
Belgium,1992,2400,NA
Belgium,1993,3000,NA
Belgium,1994,3700,NA
Belgium,1995,4400,NA
Belgium,1996,5000,NA
Belgium,1997,5800,NA
Belgium,1998,6600,NA
Belgium,1999,7400,NA
Belgium,2000,8300,NA
Belgium,2001,9300,NA
Belgium,2002,10000,NA
Belgium,2003,11000,NA
Belgium,2004,12000,NA
Belgium,2005,13000,NA
Belgium,2006,15000,NA
Belgium,2007,16000,NA
Belgium,2008,17000,NA
Belgium,2009,18000,NA
Benin,1990,78000,4000
Benin,1991,76000,4600
Benin,1992,74000,5200
Benin,1993,73000,6000
Benin,1994,72000,6900
Benin,1995,72000,7500
Benin,1996,72000,7700
Benin,1997,71000,7300
Benin,1998,70000,6600
Benin,1999,69000,6000
Benin,2000,67000,5500
Benin,2001,66000,5300
Benin,2002,64000,5100
Benin,2003,62000,5000
Benin,2004,61000,5000
Benin,2005,60000,5100
Benin,2006,60000,4800
Benin,2007,60000,4800
Benin,2008,60000,4900
Benin,2009,61000,4900
Burkina Faso,1990,180000,26000
Burkina Faso,1991,180000,21000
Burkina Faso,1992,180000,18000
Burkina Faso,1993,180000,18000
Burkina Faso,1994,180000,17000
Burkina Faso,1995,180000,14000
Burkina Faso,1996,180000,16000
Burkina Faso,1997,170000,16000
Burkina Faso,1998,170000,12000
Burkina Faso,1999,160000,14000
Burkina Faso,2000,160000,13000
Burkina Faso,2001,150000,13000
Burkina Faso,2002,150000,12000
Burkina Faso,2003,140000,8500
Burkina Faso,2004,140000,7900
Burkina Faso,2005,130000,7300
Burkina Faso,2006,130000,6900
Burkina Faso,2007,130000,6900
Burkina Faso,2008,120000,7000
Burkina Faso,2009,120000,8000
Bangladesh,1990,1100,60
Bangladesh,1991,1200,160
Bangladesh,1992,1200,160
Bangladesh,1993,1200,160
Bangladesh,1994,1200,160
Bangladesh,1995,1300,160
Bangladesh,1996,1300,160
Bangladesh,1997,1400,350
Bangladesh,1998,1600,350
Bangladesh,1999,1800,350
Bangladesh,2000,2000,350
Bangladesh,2001,2200,350
Bangladesh,2002,2500,350
Bangladesh,2003,2800,750
Bangladesh,2004,3200,750
Bangladesh,2005,3700,750
Bangladesh,2006,4200,750
Bangladesh,2007,4800,750
Bangladesh,2008,5400,750
Bangladesh,2009,6100,750
Bulgaria,1990,350,NA
Bulgaria,1991,350,NA
Bulgaria,1992,350,NA
Bulgaria,1993,350,NA
Bulgaria,1994,350,NA
Bulgaria,1995,600,NA
Bulgaria,1996,600,NA
Bulgaria,1997,600,NA
Bulgaria,1998,1000,NA
Bulgaria,1999,1200,NA
Bulgaria,2000,1500,NA
Bulgaria,2001,1700,NA
Bulgaria,2002,2000,NA
Bulgaria,2003,2200,NA
Bulgaria,2004,2500,NA
Bulgaria,2005,2800,NA
Bulgaria,2006,3100,NA
Bulgaria,2007,3300,NA
Bulgaria,2008,3500,NA
Bulgaria,2009,3700,NA
Bahamas,1990,5900,750
Bahamas,1991,6200,750
Bahamas,1992,6400,750
Bahamas,1993,6500,750
Bahamas,1994,6600,750
Bahamas,1995,6600,750
Bahamas,1996,6700,750
Bahamas,1997,6700,750
Bahamas,1998,6600,750
Bahamas,1999,6600,750
Bahamas,2000,6500,750
Bahamas,2001,6500,750
Bahamas,2002,6400,750
Bahamas,2003,6300,750
Bahamas,2004,6300,750
Bahamas,2005,6300,750
Bahamas,2006,6400,750
Bahamas,2007,6400,350
Bahamas,2008,6400,350
Bahamas,2009,6300,350
Belarus,1990,60,60
Belarus,1991,60,60
Belarus,1992,60,60
Belarus,1993,60,60
Belarus,1994,60,60
Belarus,1995,160,60
Belarus,1996,350,160
Belarus,1997,350,350
Belarus,1998,600,350
Belarus,1999,1600,750
Belarus,2000,2900,1300
Belarus,2001,4900,2100
Belarus,2002,7500,2800
Belarus,2003,10000,3000
Belarus,2004,13000,2800
Belarus,2005,15000,2400
Belarus,2006,16000,2100
Belarus,2007,17000,1900
Belarus,2008,18000,1800
Belarus,2009,19000,1800
Belize,1990,600,350
Belize,1991,1100,350
Belize,1992,1300,350
Belize,1993,1600,350
Belize,1994,1800,350
Belize,1995,2000,350
Belize,1996,2300,350
Belize,1997,2500,350
Belize,1998,2700,350
Belize,1999,3000,350
Belize,2000,3200,350
Belize,2001,3400,350
Belize,2002,3500,350
Belize,2003,3700,350
Belize,2004,3900,350
Belize,2005,4000,350
Belize,2006,4100,350
Belize,2007,4200,350
Belize,2008,4400,350
Belize,2009,4500,350
Bolivia,1990,23000,NA
Bolivia,1991,23000,NA
Bolivia,1992,23000,NA
Bolivia,1993,23000,NA
Bolivia,1994,23000,NA
Bolivia,1995,24000,NA
Bolivia,1996,24000,NA
Bolivia,1997,25000,NA
Bolivia,1998,25000,NA
Bolivia,1999,26000,NA
Bolivia,2000,26000,NA
Bolivia,2001,26000,NA
Bolivia,2002,25000,NA
Bolivia,2003,25000,NA
Bolivia,2004,24000,NA
Bolivia,2005,22000,NA
Bolivia,2006,21000,NA
Bolivia,2007,20000,NA
Bolivia,2008,19000,NA
Bolivia,2009,18000,NA
Brazil,1990,190000,NA
Brazil,1991,220000,NA
Brazil,1992,260000,NA
Brazil,1993,290000,NA
Brazil,1994,320000,NA
Brazil,1995,350000,NA
Brazil,1996,370000,NA
Brazil,1997,390000,NA
Brazil,1998,410000,NA
Brazil,1999,430000,NA
Brazil,2000,440000,NA
Brazil,2001,450000,NA
Brazil,2002,460000,NA
Brazil,2003,470000,NA
Brazil,2004,480000,NA
Brazil,2005,480000,NA
Brazil,2006,480000,NA
Brazil,2007,490000,NA
Brazil,2008,490000,NA
Brazil,2009,490000,NA
Barbados,1990,600,160
Barbados,1991,600,160
Barbados,1992,600,160
Barbados,1993,600,160
Barbados,1994,600,160
Barbados,1995,600,160
Barbados,1996,1100,160
Barbados,1997,1100,160
Barbados,1998,1100,160
Barbados,1999,1200,160
Barbados,2000,1200,160
Barbados,2001,1200,160
Barbados,2002,1200,160
Barbados,2003,1200,60
Barbados,2004,1300,60
Barbados,2005,1300,60
Barbados,2006,1300,60
Barbados,2007,1300,60
Barbados,2008,1400,60
Barbados,2009,1400,60
Bhutan,1990,60,NA
Bhutan,1991,60,NA
Bhutan,1992,60,NA
Bhutan,1993,60,NA
Bhutan,1994,60,NA
Bhutan,1995,60,NA
Bhutan,1996,60,NA
Bhutan,1997,60,NA
Bhutan,1998,60,NA
Bhutan,1999,60,NA
Bhutan,2000,60,NA
Bhutan,2001,60,NA
Bhutan,2002,160,NA
Bhutan,2003,160,NA
Bhutan,2004,350,NA
Bhutan,2005,350,NA
Bhutan,2006,350,NA
Bhutan,2007,600,NA
Bhutan,2008,600,NA
Bhutan,2009,600,NA
Botswana,1990,41000,8900
Botswana,1991,59000,13000
Botswana,1992,79000,19000
Botswana,1993,1e+05,25000
Botswana,1994,130000,31000
Botswana,1995,160000,36000
Botswana,1996,180000,37000
Botswana,1997,210000,37000
Botswana,1998,230000,34000
Botswana,1999,250000,31000
Botswana,2000,260000,28000
Botswana,2001,270000,26000
Botswana,2002,270000,24000
Botswana,2003,280000,22000
Botswana,2004,280000,19000
Botswana,2005,280000,17000
Botswana,2006,280000,16000
Botswana,2007,280000,16000
Botswana,2008,290000,15000
Botswana,2009,290000,14000
Central African Republic,1990,130000,17000
Central African Republic,1991,140000,25000
Central African Republic,1992,150000,31000
Central African Republic,1993,150000,32000
Central African Republic,1994,160000,29000
Central African Republic,1995,170000,25000
Central African Republic,1996,170000,22000
Central African Republic,1997,170000,20000
Central African Republic,1998,180000,18000
Central African Republic,1999,180000,17000
Central African Republic,2000,170000,15000
Central African Republic,2001,170000,14000
Central African Republic,2002,170000,13000
Central African Republic,2003,160000,11000
Central African Republic,2004,160000,10000
Central African Republic,2005,150000,9200
Central African Republic,2006,150000,8100
Central African Republic,2007,140000,6800
Central African Republic,2008,140000,6000
Central African Republic,2009,130000,5200
Canada,1990,35000,NA
Canada,1991,36000,NA
Canada,1992,38000,NA
Canada,1993,39000,NA
Canada,1994,40000,NA
Canada,1995,40000,NA
Canada,1996,41000,NA
Canada,1997,42000,NA
Canada,1998,43000,NA
Canada,1999,45000,NA
Canada,2000,47000,NA
Canada,2001,48000,NA
Canada,2002,51000,NA
Canada,2003,53000,NA
Canada,2004,55000,NA
Canada,2005,57000,NA
Canada,2006,59000,NA
Canada,2007,62000,NA
Canada,2008,64000,NA
Canada,2009,67000,NA
Switzerland,1990,7900,NA
Switzerland,1991,9000,NA
Switzerland,1992,10000,NA
Switzerland,1993,11000,NA
Switzerland,1994,11000,NA
Switzerland,1995,12000,NA
Switzerland,1996,12000,NA
Switzerland,1997,12000,NA
Switzerland,1998,13000,NA
Switzerland,1999,13000,NA
Switzerland,2000,13000,NA
Switzerland,2001,14000,NA
Switzerland,2002,14000,NA
Switzerland,2003,15000,NA
Switzerland,2004,16000,NA
Switzerland,2005,16000,NA
Switzerland,2006,17000,NA
Switzerland,2007,18000,NA
Switzerland,2008,19000,NA
Switzerland,2009,19000,NA
Chile,1990,5300,NA
Chile,1991,6700,NA
Chile,1992,8700,NA
Chile,1993,11000,NA
Chile,1994,15000,NA
Chile,1995,19000,NA
Chile,1996,24000,NA
Chile,1997,28000,NA
Chile,1998,33000,NA
Chile,1999,37000,NA
Chile,2000,40000,NA
Chile,2001,42000,NA
Chile,2002,44000,NA
Chile,2003,46000,NA
Chile,2004,47000,NA
Chile,2005,48000,NA
Chile,2006,49000,NA
Chile,2007,49000,NA
Chile,2008,50000,NA
Chile,2009,50000,NA
China,1990,NA,NA
China,1991,NA,NA
China,1992,NA,NA
China,1993,NA,NA
China,1994,NA,NA
China,1995,NA,NA
China,1996,NA,NA
China,1997,NA,NA
China,1998,NA,NA
China,1999,NA,NA
China,2000,NA,NA
China,2001,NA,NA
China,2002,NA,NA
China,2003,NA,NA
China,2004,NA,NA
China,2005,NA,NA
China,2006,NA,NA
China,2007,NA,NA
China,2008,NA,NA
China,2009,NA,NA
Cote d'Ivoire,1990,350000,52000
Cote d'Ivoire,1991,4e+05,72000
Cote d'Ivoire,1992,440000,90000
Cote d'Ivoire,1993,480000,99000
Cote d'Ivoire,1994,520000,98000
Cote d'Ivoire,1995,540000,89000
Cote d'Ivoire,1996,570000,78000
Cote d'Ivoire,1997,580000,68000
Cote d'Ivoire,1998,590000,61000
Cote d'Ivoire,1999,590000,55000
Cote d'Ivoire,2000,580000,50000
Cote d'Ivoire,2001,560000,46000
Cote d'Ivoire,2002,540000,42000
Cote d'Ivoire,2003,520000,38000
Cote d'Ivoire,2004,490000,35000
Cote d'Ivoire,2005,470000,30000
Cote d'Ivoire,2006,440000,27000
Cote d'Ivoire,2007,420000,24000
Cote d'Ivoire,2008,4e+05,21000
Cote d'Ivoire,2009,380000,17000
Cameroon,1990,61000,21000
Cameroon,1991,85000,27000
Cameroon,1992,110000,33000
Cameroon,1993,150000,40000
Cameroon,1994,190000,46000
Cameroon,1995,230000,51000
Cameroon,1996,270000,56000
Cameroon,1997,310000,59000
Cameroon,1998,350000,61000
Cameroon,1999,390000,61000
Cameroon,2000,420000,59000
Cameroon,2001,450000,57000
Cameroon,2002,470000,58000
Cameroon,2003,490000,58000
Cameroon,2004,5e+05,56000
Cameroon,2005,520000,54000
Cameroon,2006,530000,52000
Cameroon,2007,540000,50000
Cameroon,2008,540000,47000
Cameroon,2009,550000,46000
"Congo, Rep.",1990,63000,8400
"Congo, Rep.",1991,68000,6500
"Congo, Rep.",1992,71000,5700
"Congo, Rep.",1993,73000,5600
"Congo, Rep.",1994,74000,5800
"Congo, Rep.",1995,75000,6000
"Congo, Rep.",1996,75000,6300
"Congo, Rep.",1997,75000,6600
"Congo, Rep.",1998,75000,6900
"Congo, Rep.",1999,75000,7100
"Congo, Rep.",2000,74000,7300
"Congo, Rep.",2001,74000,7500
"Congo, Rep.",2002,74000,7500
"Congo, Rep.",2003,74000,7500
"Congo, Rep.",2004,74000,7500
"Congo, Rep.",2005,74000,7100
"Congo, Rep.",2006,75000,6600
"Congo, Rep.",2007,76000,6500
"Congo, Rep.",2008,77000,6600
"Congo, Rep.",2009,79000,6500
Colombia,1990,47000,NA
Colombia,1991,60000,NA
Colombia,1992,72000,NA
Colombia,1993,84000,NA
Colombia,1994,93000,NA
Colombia,1995,1e+05,NA
Colombia,1996,110000,NA
Colombia,1997,110000,NA
Colombia,1998,120000,NA
Colombia,1999,130000,NA
Colombia,2000,130000,NA
Colombia,2001,130000,NA
Colombia,2002,140000,NA
Colombia,2003,140000,NA
Colombia,2004,140000,NA
Colombia,2005,140000,NA
Colombia,2006,150000,NA
Colombia,2007,150000,NA
Colombia,2008,150000,NA
Colombia,2009,150000,NA
Comoros,1990,60,NA
Comoros,1991,60,NA
Comoros,1992,60,NA
Comoros,1993,60,NA
Comoros,1994,60,NA
Comoros,1995,60,NA
Comoros,1996,60,NA
Comoros,1997,60,NA
Comoros,1998,60,NA
Comoros,1999,60,NA
Comoros,2000,60,NA
Comoros,2001,60,NA
Comoros,2002,60,NA
Comoros,2003,160,NA
Comoros,2004,160,NA
Comoros,2005,160,NA
Comoros,2006,160,NA
Comoros,2007,160,NA
Comoros,2008,350,NA
Comoros,2009,350,NA
Cape Verde,1990,1400,NA
Cape Verde,1991,1600,NA
Cape Verde,1992,1700,NA
Cape Verde,1993,1800,NA
Cape Verde,1994,1900,NA
Cape Verde,1995,2100,NA
Cape Verde,1996,2200,NA
Cape Verde,1997,2300,NA
Cape Verde,1998,2400,NA
Cape Verde,1999,2500,NA
Cape Verde,2000,2600,NA
Cape Verde,2001,2700,NA
Cape Verde,2002,2800,NA
Cape Verde,2003,2900,NA
Cape Verde,2004,3000,NA
Cape Verde,2005,3000,NA
Cape Verde,2006,3100,NA
Cape Verde,2007,3200,NA
Cape Verde,2008,3200,NA
Cape Verde,2009,3200,NA
Costa Rica,1990,1200,NA
Costa Rica,1991,1400,NA
Costa Rica,1992,1700,NA
Costa Rica,1993,1900,NA
Costa Rica,1994,2300,NA
Costa Rica,1995,2600,NA
Costa Rica,1996,2900,NA
Costa Rica,1997,3300,NA
Costa Rica,1998,3700,NA
Costa Rica,1999,4100,NA
Costa Rica,2000,4500,NA
Costa Rica,2001,5000,NA
Costa Rica,2002,5500,NA
Costa Rica,2003,6000,NA
Costa Rica,2004,6500,NA
Costa Rica,2005,6900,NA
Costa Rica,2006,7300,NA
Costa Rica,2007,7700,NA
Costa Rica,2008,8100,NA
Costa Rica,2009,8400,NA
Cuba,1990,1100,NA
Cuba,1991,1200,NA
Cuba,1992,1300,NA
Cuba,1993,1400,NA
Cuba,1994,1600,NA
Cuba,1995,1800,NA
Cuba,1996,2000,NA
Cuba,1997,2200,NA
Cuba,1998,2500,NA
Cuba,1999,2800,NA
Cuba,2000,3100,NA
Cuba,2001,3600,NA
Cuba,2002,4100,NA
Cuba,2003,4700,NA
Cuba,2004,5400,NA
Cuba,2005,6200,NA
Cuba,2006,7100,NA
Cuba,2007,8100,NA
Cuba,2008,9300,NA
Cuba,2009,11000,NA
Czech Republic,1990,160,NA
Czech Republic,1991,350,NA
Czech Republic,1992,350,NA
Czech Republic,1993,350,NA
Czech Republic,1994,600,NA
Czech Republic,1995,600,NA
Czech Republic,1996,600,NA
Czech Republic,1997,600,NA
Czech Republic,1998,1000,NA
Czech Republic,1999,1100,NA
Czech Republic,2000,1300,NA
Czech Republic,2001,1400,NA
Czech Republic,2002,1500,NA
Czech Republic,2003,1600,NA
Czech Republic,2004,1600,NA
Czech Republic,2005,1700,NA
Czech Republic,2006,1800,NA
Czech Republic,2007,1800,NA
Czech Republic,2008,1900,NA
Czech Republic,2009,2000,NA
Germany,1990,34000,NA
Germany,1991,35000,NA
Germany,1992,36000,NA
Germany,1993,36000,NA
Germany,1994,36000,NA
Germany,1995,36000,NA
Germany,1996,37000,NA
Germany,1997,38000,NA
Germany,1998,39000,NA
Germany,1999,41000,NA
Germany,2000,42000,NA
Germany,2001,44000,NA
Germany,2002,47000,NA
Germany,2003,49000,NA
Germany,2004,52000,NA
Germany,2005,56000,NA
Germany,2006,59000,NA
Germany,2007,62000,NA
Germany,2008,65000,NA
Germany,2009,68000,NA
Djibouti,1990,1800,600
Djibouti,1991,2700,600
Djibouti,1992,3900,1100
Djibouti,1993,5100,1300
Djibouti,1994,6400,1400
Djibouti,1995,7700,1500
Djibouti,1996,8900,1500
Djibouti,1997,10000,1500
Djibouti,1998,11000,1400
Djibouti,1999,12000,1400
Djibouti,2000,12000,1300
Djibouti,2001,12000,1300
Djibouti,2002,12000,1300
Djibouti,2003,12000,1300
Djibouti,2004,11000,1200
Djibouti,2005,11000,1200
Djibouti,2006,11000,1200
Djibouti,2007,10000,1300
Djibouti,2008,10000,1300
Djibouti,2009,9700,1300
NA,1990,1300,NA
NA,1991,1500,NA
NA,1992,1600,NA
NA,1993,1700,NA
NA,1994,1900,NA
NA,1995,2000,NA
NA,1996,2200,NA
NA,1997,2400,NA
NA,1998,2700,NA
NA,1999,2900,NA
NA,2000,3200,NA
NA,2001,3500,NA
NA,2002,3700,NA
NA,2003,4000,NA
NA,2004,4300,NA
NA,2005,4500,NA
NA,2006,4800,NA
NA,2007,5100,NA
NA,2008,5300,NA
NA,2009,5600,NA
Dominican Republic,1990,16000,5200
Dominican Republic,1991,21000,5700
Dominican Republic,1992,27000,6100
Dominican Republic,1993,32000,6400
Dominican Republic,1994,36000,6500
Dominican Republic,1995,41000,6300
Dominican Republic,1996,44000,6000
Dominican Republic,1997,47000,5600
Dominican Republic,1998,49000,5200
Dominican Republic,1999,50000,5200
Dominican Republic,2000,51000,5100
Dominican Republic,2001,52000,4900
Dominican Republic,2002,52000,4600
Dominican Republic,2003,51000,4400
Dominican Republic,2004,50000,3900
Dominican Republic,2005,49000,3600
Dominican Republic,2006,48000,3100
Dominican Republic,2007,47000,2600
Dominican Republic,2008,46000,2200
Dominican Republic,2009,45000,1800
Ecuador,1990,12000,NA
Ecuador,1991,13000,NA
Ecuador,1992,15000,NA
Ecuador,1993,16000,NA
Ecuador,1994,18000,NA
Ecuador,1995,20000,NA
Ecuador,1996,22000,NA
Ecuador,1997,24000,NA
Ecuador,1998,26000,NA
Ecuador,1999,28000,NA
Ecuador,2000,30000,NA
Ecuador,2001,32000,NA
Ecuador,2002,33000,NA
Ecuador,2003,34000,NA
Ecuador,2004,34000,NA
Ecuador,2005,35000,NA
Ecuador,2006,35000,NA
Ecuador,2007,35000,NA
Ecuador,2008,34000,NA
Ecuador,2009,34000,NA
Egypt,1990,600,NA
Egypt,1991,600,NA
Egypt,1992,600,NA
Egypt,1993,1200,NA
Egypt,1994,1700,NA
Egypt,1995,2300,NA
Egypt,1996,3100,NA
Egypt,1997,4300,NA
Egypt,1998,5700,NA
Egypt,1999,7300,NA
Egypt,2000,8400,NA
Egypt,2001,9100,NA
Egypt,2002,9300,NA
Egypt,2003,9100,NA
Egypt,2004,8800,NA
Egypt,2005,8400,NA
Egypt,2006,8100,NA
Egypt,2007,8000,NA
Egypt,2008,8000,NA
Egypt,2009,8300,NA
Eritrea,1990,2500,1800
Eritrea,1991,3200,2400
Eritrea,1992,4200,3100
Eritrea,1993,6000,3500
Eritrea,1994,8800,3700
Eritrea,1995,12000,3600
Eritrea,1996,16000,3400
Eritrea,1997,18000,3100
Eritrea,1998,20000,2900
Eritrea,1999,21000,2700
Eritrea,2000,22000,2600
Eritrea,2001,23000,2400
Eritrea,2002,24000,2300
Eritrea,2003,24000,2200
Eritrea,2004,24000,2100
Eritrea,2005,24000,1900
Eritrea,2006,24000,1600
Eritrea,2007,24000,1500
Eritrea,2008,24000,1400
Eritrea,2009,23000,1300
Spain,1990,84000,NA
Spain,1991,94000,NA
Spain,1992,1e+05,NA
Spain,1993,110000,NA
Spain,1994,110000,NA
Spain,1995,110000,NA
Spain,1996,110000,NA
Spain,1997,110000,NA
Spain,1998,120000,NA
Spain,1999,120000,NA
Spain,2000,120000,NA
Spain,2001,120000,NA
Spain,2002,120000,NA
Spain,2003,130000,NA
Spain,2004,130000,NA
Spain,2005,130000,NA
Spain,2006,130000,NA
Spain,2007,140000,NA
Spain,2008,140000,NA
Spain,2009,140000,NA
Estonia,1990,60,NA
Estonia,1991,160,NA
Estonia,1992,350,NA
Estonia,1993,350,NA
Estonia,1994,350,NA
Estonia,1995,600,NA
Estonia,1996,600,NA
Estonia,1997,1400,NA
Estonia,1998,1900,NA
Estonia,1999,2700,NA
Estonia,2000,3600,NA
Estonia,2001,4700,NA
Estonia,2002,5700,NA
Estonia,2003,6700,NA
Estonia,2004,7500,NA
Estonia,2005,8100,NA
Estonia,2006,8600,NA
Estonia,2007,9000,NA
Estonia,2008,9300,NA
Estonia,2009,9500,NA
Ethiopia,1990,330000,91000
Ethiopia,1991,430000,120000
Ethiopia,1992,550000,140000
Ethiopia,1993,670000,160000
Ethiopia,1994,790000,160000
Ethiopia,1995,910000,170000
Ethiopia,1996,1e+06,170000
Ethiopia,1997,1100000,170000
Ethiopia,1998,1200000,160000
Ethiopia,1999,1200000,150000
Ethiopia,2000,1300000,140000
Ethiopia,2001,1300000,130000
Ethiopia,2002,1300000,110000
Ethiopia,2003,1200000,85000
Ethiopia,2004,1200000,70000
Ethiopia,2005,1100000,60000
Ethiopia,2006,1100000,50000
Ethiopia,2007,990000,42000
Ethiopia,2008,930000,36000
Ethiopia,2009,870000,32000
Finland,1990,600,NA
Finland,1991,600,NA
Finland,1992,600,NA
Finland,1993,600,NA
Finland,1994,600,NA
Finland,1995,1000,NA
Finland,1996,1100,NA
Finland,1997,1200,NA
Finland,1998,1300,NA
Finland,1999,1500,NA
Finland,2000,1600,NA
Finland,2001,1700,NA
Finland,2002,1800,NA
Finland,2003,2000,NA
Finland,2004,2100,NA
Finland,2005,2200,NA
Finland,2006,2300,NA
Finland,2007,2400,NA
Finland,2008,2600,NA
Finland,2009,2700,NA
Fiji,1990,60,NA
Fiji,1991,60,NA
Fiji,1992,60,NA
Fiji,1993,60,NA
Fiji,1994,60,NA
Fiji,1995,60,NA
Fiji,1996,60,NA
Fiji,1997,60,NA
Fiji,1998,60,NA
Fiji,1999,60,NA
Fiji,2000,60,NA
Fiji,2001,60,NA
Fiji,2002,60,NA
Fiji,2003,60,NA
Fiji,2004,60,NA
Fiji,2005,60,NA
Fiji,2006,160,NA
Fiji,2007,160,NA
Fiji,2008,160,NA
Fiji,2009,160,NA
France,1990,1e+05,5900
France,1991,98000,6500
France,1992,97000,7000
France,1993,96000,7200
France,1994,96000,7600
France,1995,96000,7900
France,1996,98000,8000
France,1997,1e+05,7600
France,1998,110000,7100
France,1999,110000,6700
France,2000,120000,5900
France,2001,120000,5300
France,2002,120000,5300
France,2003,130000,5300
France,2004,130000,5300
France,2005,130000,5300
France,2006,140000,5300
France,2007,140000,5300
France,2008,150000,5300
France,2009,150000,5900
Gabon,1990,5500,1400
Gabon,1991,6900,1700
Gabon,1992,8700,2100
Gabon,1993,11000,2500
Gabon,1994,13000,3000
Gabon,1995,16000,3500
Gabon,1996,19000,4000
Gabon,1997,22000,4400
Gabon,1998,26000,4700
Gabon,1999,29000,4900
Gabon,2000,32000,5000
Gabon,2001,35000,4900
Gabon,2002,38000,4800
Gabon,2003,39000,4500
Gabon,2004,41000,4300
Gabon,2005,42000,4000
